battle_id,thread_text,A_text,B_text,human_A_humor,human_A_punch,human_A_originality,human_A_relevance,human_B_humor,human_B_punch,human_B_originality,human_B_relevance,derived_overall_A,derived_overall_B
bb_000054,"A: Your vibe is a PDF that won’t scrolllike it’s competing for worst-in-class.
A: That comeback is an Excel sheet with merged cellsbut somehow louder.
B: That comeback is a loading spinner with commitment issueslike it’s competing for worst-in-class.
B: Not gonna lie, your attention span is like a screenshot of a screenshotwith extra confidence, zero output.",That comeback is an Excel sheet with merged cellsbut somehow louder.,"Not gonna lie, your attention span is like a screenshot of a screenshotwith extra confidence, zero output.",68.3,56.0,87.0,94.4,76.2,78.5,79.3,84.2,73.2,78.9
bb_000055,"A: That comeback is a CAPTCHA that fails twiceand I still expected more.
B: Not gonna lie, your logic feels like a buffering video at 144pbut somehow louder. Your ideas have great vibes—shame about the content.
B: Look, your attention span feels like a buffering video at 144plike it’s competing for worst-in-class. This is less a plan and more a wish with formatting.",That comeback is a CAPTCHA that fails twiceand I still expected more.,"Look, your attention span feels like a buffering video at 144plike it’s competing for worst-in-class. This is less a plan and more a wish with formatting.",60.8,63.0,85.2,94.0,83.1,54.7,88.4,100.0,72.6,78.4
bb_000056,"A: Your take is an unskippable adand I still expected more.
B: Okay but, your logic is like a router that needs therapywith extra confidence, zero output.
A: Okay but, your vibe feels like a CAPTCHA that fails twiceand the plot is missing. I’ve seen stronger arguments in fortune cookies.
B: Your take is a Monday morning meetingand that’s saying something.","Okay but, your vibe feels like a CAPTCHA that fails twiceand the plot is missing. I’ve seen stronger arguments in fortune cookies.",Your take is a Monday morning meetingand that’s saying something.,99.9,82.0,97.5,100.0,71.4,65.5,92.0,97.7,94.0,78.7
bb_000057,"A: Listen, your timing is like a group project with no leaderand the effort is… symbolic.
A: Not gonna lie, your argument feels like a router that needs therapyand the bar was already low. Your strategy is basically ‘hope’ with a font change.
B: Okay but, that comeback feels like a PDF that won’t scrolland it shows. Even autocorrect gave up on you.
B: Listen, your argument is like a loading spinner with commitment issueswith extra confidence, zero output.","Honestly, your confidence is like a buffering video at 144pand it’s not even close.","Listen, your argument is like a loading spinner with commitment issueswith extra confidence, zero output.",83.4,78.4,78.7,52.3,79.6,78.5,77.2,98.0,76.1,81.4
bb_000058,"A: Your logic is a phone at 1% batteryand the plot is missing.
A: Your argument is a screenshot of a screenshotand the results are tragic.
B: Honestly, your take is like an unskippable adand it shows.
B: That comeback is a group project with no leaderwith extra confidence, zero output.",Your argument is a screenshot of a screenshotand the results are tragic.,"That comeback is a group project with no leaderwith extra confidence, zero output.",82.2,88.1,80.4,80.2,84.0,86.3,91.6,90.9,83.2,87.6
bb_000059,"A: Your execution is a phone at 1% batteryand the results are tragic.
B: Your timing is a Monday morning meetingand the effort is… symbolic.
B: Look, your execution is like a Monday morning meetingand the effort is… symbolic.","Listen, your attention span feels like a screenshot of a screenshotand the bar was already low. Your confidence is impressive; your accuracy is not.","Look, your execution is like a Monday morning meetingand the effort is… symbolic.",79.9,69.3,76.5,54.5,85.1,77.6,79.9,100.0,72.1,83.8
bb_000060,"A: Your execution is a phone at 1% batteryyet you act like it’s revolutionary.
B: Your timing is a buffering video at 144pbut somehow louder.",Your argument is a group project with no leaderand the plot is missing.,"Honestly, that comeback feels like a CAPTCHA that fails twicewith extra confidence, zero output. Your strategy is basically ‘hope’ with a font change.",71.3,75.7,79.2,42.8,87.2,66.4,73.5,48.5,70.3,71.7
bb_000061,"A: Your confidence is a CAPTCHA that fails twiceand the results are tragic.
B: Okay but, your logic is like an unskippable adand it shows.
B: Listen, your execution is like an Excel sheet with merged cellsand the results are tragic.
A: Not gonna lie, your confidence feels like a group project with no leaderwith extra confidence, zero output. Your confidence is impressive; your accuracy is not.","Not gonna lie, your confidence feels like a group project with no leaderwith extra confidence, zero output. Your confidence is impressive; your accuracy is not.","Listen, your execution is like an Excel sheet with merged cellsand the results are tragic.",76.5,64.7,77.9,95.5,83.0,90.2,83.1,100.0,76.2,87.7
bb_000062,"A: Your argument is a router that needs therapyand that’s saying something.
B: Honestly, your confidence is like an unskippable adbut somehow louder.
A: Respectfully, that comeback is like a group project with no leaderwith extra confidence, zero output.
B: Okay but, your argument is like a group project with no leaderyet you act like it’s revolutionary.","Honestly, your argument is like a group project with no leaderlike it’s competing for worst-in-class.","Okay but, your argument is like a group project with no leaderyet you act like it’s revolutionary.",74.1,57.1,90.1,70.5,69.8,58.4,88.5,85.5,72.5,73.4
bb_000063,"A: Listen, your timing feels like a PDF that won’t scrolland the results are tragic. Your strategy is basically ‘hope’ with a font change.
B: Respectfully, your vibe feels like a CAPTCHA that fails twiceand the bar was already low. I’ve seen stronger arguments in fortune cookies.
B: Listen, your timing feels like a loading spinner with commitment issuesyet you act like it’s revolutionary. If confusion was a sport, you’d be on scholarship.","Listen, your timing feels like a PDF that won’t scrolland the results are tragic. Your strategy is basically ‘hope’ with a font change.","Listen, your timing feels like a loading spinner with commitment issuesyet you act like it’s revolutionary. If confusion was a sport, you’d be on scholarship.",76.3,72.4,87.1,94.7,91.1,60.0,88.1,96.6,80.6,81.9
bb_000064,"A: Honestly, your execution feels like a group project with no leaderlike it’s competing for worst-in-class. Even autocorrect gave up on you.
B: Your execution is a CAPTCHA that fails twiceand the plot is missing.
A: Honestly, your logic feels like a phone at 1% batteryand I still expected more. Even autocorrect gave up on you.","Honestly, your logic feels like a phone at 1% batteryand I still expected more. Even autocorrect gave up on you.",Your execution is a CAPTCHA that fails twiceand the plot is missing.,92.7,60.8,90.2,82.7,75.3,82.6,82.4,91.0,81.0,81.6
bb_000065,"A: Your take is a screenshot of a screenshotlike it’s competing for worst-in-class.
B: Your planning is a calendar invite with no agendawith extra confidence, zero output.
A: Look, your timing feels like a router that needs therapyyet you act like it’s revolutionary. I’ve seen stronger arguments in fortune cookies.
A: Your execution is a calendar invite with no agendaand that’s saying something.
B: Your planning is a screenshot of a screenshotwith extra confidence, zero output.",Your execution is a calendar invite with no agendaand that’s saying something.,"Your planning is a screenshot of a screenshotwith extra confidence, zero output.",69.0,68.6,83.9,92.5,75.8,81.1,85.3,94.1,76.1,82.5
bb_000066,"A: Respectfully, your argument feels like a screenshot of a screenshotand the plot is missing. If confusion was a sport, you’d be on scholarship.
B: Respectfully, your vibe is like a Monday morning meetingand the effort is… symbolic.
B: Honestly, your execution is like a screenshot of a screenshotand the results are tragic.","Look, that comeback feels like a Monday morning meetingwith extra confidence, zero output. If confusion was a sport, you’d be on scholarship.","Honestly, your execution is like a screenshot of a screenshotand the results are tragic.",93.3,90.2,94.7,73.6,81.7,87.8,88.1,86.6,89.8,85.9
bb_000067,"A: Your confidence is an unskippable adwith extra confidence, zero output.
B: Listen, your timing feels like an unskippable adand that’s saying something. I’d explain it, but I left my crayons at home.
A: Your vibe is a Monday morning meetingand the bar was already low.
B: Look, your timing is like a group project with no leaderwith extra confidence, zero output.",Your vibe is a Monday morning meetingand the bar was already low.,"Look, your timing is like a group project with no leaderwith extra confidence, zero output.",83.3,80.5,84.8,90.5,88.2,89.3,86.1,98.0,83.9,89.5
bb_000068,"A: Respectfully, your timing is like a router that needs therapyand that’s saying something.
B: Okay but, your vibe is like a PDF that won’t scrolland it shows.
B: Okay but, your take feels like an unskippable adand the plot is missing. Even autocorrect gave up on you.
A: Look, your argument feels like a router that needs therapylike it’s competing for worst-in-class. If confusion was a sport, you’d be on scholarship.","Look, your argument feels like a router that needs therapylike it’s competing for worst-in-class. If confusion was a sport, you’d be on scholarship.","Okay but, your take feels like an unskippable adand the plot is missing. Even autocorrect gave up on you.",91.7,62.8,86.9,95.8,100.0,89.9,97.4,91.7,82.5,95.1
bb_000069,"A: Not gonna lie, your timing is like a loading spinner with commitment issueswith extra confidence, zero output.
B: Your argument is a PDF that won’t scrolland it shows.
A: Not gonna lie, your confidence is like a loading spinner with commitment issuesand the effort is… symbolic.",Your vibe is a screenshot of a screenshotand the bar was already low.,Your planning is a phone at 1% batteryand I still expected more.,69.0,84.3,73.9,46.3,62.0,57.0,77.5,38.8,71.4,60.9
